strategy,symbol,n_trades,total_pnl_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group
B_VWAP_Reversion,BNB_USDT,5210,-6764.44,64.5,-1.302,-0.28,-0.172,-72.46,0.85,B_New
B_Ensemble,LTC_USDT,8738,-6532.19,57.5,-1.307,-0.476,-0.178,-66.74,0.88,B_New
B_OFI_Momentum,APT_USDT,1939,-4073.07,39.6,-1.316,-0.521,-0.286,-48.11,0.86,B_New
B_Ensemble,ICP_USDT,5786,-5419.9,58.0,-1.337,-0.515,-0.267,-54.46,0.9,B_New
B_OFI_Momentum,NEAR_USDT,3094,-6058.01,41.8,-1.342,-0.535,-0.236,-65.64,0.84,B_New
A_RSI_MeanReversion,AVAX_USDT,621,-4799.87,47.5,-1.358,-0.204,-0.215,-51.32,0.71,A_Original
B_VWAP_Reversion,DOT_USDT,4310,-5698.94,65.5,-1.369,-0.341,-0.239,-57.72,0.86,B_New
B_Ensemble,ADA_USDT,8763,-6982.18,56.1,-1.426,-0.573,-0.197,-70.41,0.87,B_New
B_Ensemble,ATOM_USDT,8113,-6894.8,57.1,-1.491,-0.579,-0.217,-70.99,0.89,B_New
B_OFI_Momentum,ATOM_USDT,3842,-6722.16,41.6,-1.499,-0.556,-0.218,-67.55,0.83,B_New
B_Ensemble,AVAX_USDT,6613,-6479.92,56.4,-1.517,-0.609,-0.24,-70.97,0.89,B_New
B_Ensemble,APT_USDT,3876,-4390.61,57.9,-1.537,-0.586,-0.331,-45.73,0.88,B_New
B_Ensemble,XRP_USDT,8019,-7185.37,56.3,-1.564,-0.546,-0.203,-72.33,0.83,B_New
B_Ensemble,BTC_USDT,7790,-6253.02,51.3,-1.599,-0.59,-0.168,-63.43,0.84,B_New
B_OFI_Momentum,HBAR_USDT,3649,-7327.14,42.1,-1.643,-0.603,-0.242,-74.99,0.79,B_New
A_MACD_Momentum,ICP_USDT,3478,-6102.23,33.1,-1.692,-1.01,-0.275,-62.77,0.82,A_Original
B_Ensemble,DOT_USDT,6341,-6505.39,56.0,-1.748,-0.686,-0.253,-66.67,0.85,B_New
A_Ensemble,APT_USDT,3203,-4865.3,39.0,-1.779,-0.767,-0.335,-51.37,0.85,A_Original
B_VWAP_Reversion,ETH_USDT,5349,-7583.62,64.0,-1.824,-0.437,-0.196,-76.92,0.8,B_New
B_Ensemble,BNB_USDT,8593,-7915.08,53.2,-1.924,-0.696,-0.208,-81.41,0.84,B_New
B_VWAP_Reversion,TRX_USDT,4287,-7454.33,62.3,-1.985,-0.427,-0.214,-74.54,0.78,B_New
B_OFI_Momentum,ICP_USDT,2755,-6686.99,39.7,-1.998,-0.725,-0.294,-67.82,0.78,B_New
B_Ensemble,ETH_USDT,8529,-8142.35,53.7,-2.159,-0.797,-0.214,-82.32,0.78,B_New
B_Ensemble,TRX_USDT,7695,-7911.42,50.0,-2.318,-0.823,-0.228,-79.13,0.77,B_New
