strategy,symbol,n_trades,total_pnl_usdt,gross_pnl_usdt,total_fees_usdt,win_rate_pct,sharpe,sortino,calmar,max_drawdown_pct,profit_factor,group,timeframe
A_Ensemble A (RSI+MACD+BB),ICP_USDT,1106,-350.7,570.52,921.22,41.0,-0.215,-0.099,-0.143,-11.52,0.97,A_Original,1h
A_RSI Mean Reversion,BNB_USDT,144,-440.59,-326.22,114.37,51.4,-0.216,-0.011,-0.066,-8.57,0.85,A_Original,1h
B_Volatility Breakout (TTM Squeeze),SOL_USDT,340,-821.23,-300.85,520.38,46.2,-0.219,-0.029,-0.104,-14.28,0.9,B_New,1h
A_MACD Momentum,NEAR_USDT,926,-508.31,298.98,807.29,35.6,-0.227,-0.124,-0.188,-12.74,0.95,A_Original,1h
B_Ornstein-Uhlenbeck Filter,NEAR_USDT,1080,-433.7,525.11,958.81,52.3,-0.243,-0.083,-0.176,-11.58,0.96,B_New,1h
A_Bollinger Band Reversion,BTC_USDT,1245,-852.55,161.1,1013.66,64.3,-0.247,-0.03,-0.078,-12.98,0.93,A_Original,1h
A_MACD Momentum,SUI_USDT,777,-557.45,230.87,788.32,35.6,-0.25,-0.159,-0.218,-14.34,0.95,A_Original,1h
B_MTF SMA-200 Filter,ICP_USDT,969,-746.54,400.51,1147.05,34.2,-0.259,-0.118,-0.196,-18.12,0.94,B_New,1h
A_Bollinger Band Reversion,DOGE_USDT,865,-918.92,-33.2,885.72,60.7,-0.265,-0.032,-0.089,-17.03,0.93,A_Original,1h
B_MTF SMA-200 Filter,BTC_USDT,3583,-1566.22,1457.45,3023.67,34.6,-0.266,-0.097,-0.066,-29.46,0.95,B_New,1h
B_VWAP Reversion,ICP_USDT,914,-361.96,493.36,855.32,59.7,-0.268,-0.062,-0.191,-8.94,0.96,B_New,1h
B_Keltner Channel Breakout,LTC_USDT,265,-311.72,120.94,432.66,43.4,-0.27,-0.065,-0.134,-10.91,0.92,B_New,1h
A_Ensemble A (RSI+MACD+BB),HBAR_USDT,1153,-431.17,486.94,918.11,42.2,-0.277,-0.128,-0.197,-10.33,0.96,A_Original,1h
B_VWAP Reversion,ATOM_USDT,736,-313.07,408.56,721.63,60.5,-0.279,-0.054,-0.269,-5.48,0.95,B_New,1h
A_RSI Mean Reversion,AVAX_USDT,39,-182.26,-112.96,69.29,53.8,-0.28,-0.018,-0.275,-3.16,0.83,A_Original,1h
A_Ensemble A (RSI+MACD+BB),SUI_USDT,959,-465.07,353.96,819.03,40.5,-0.281,-0.145,-0.176,-14.81,0.96,A_Original,1h
A_RSI Mean Reversion,UNI_USDT,40,-120.7,-53.68,67.02,45.0,-0.285,-0.02,-0.15,-3.75,0.83,A_Original,1h
B_Ornstein-Uhlenbeck Filter,DOGE_USDT,2894,-1401.6,585.9,1987.5,51.9,-0.309,-0.085,-0.124,-19.09,0.94,B_New,1h
A_Bollinger Band Reversion,APT_USDT,301,-435.37,46.53,481.9,62.5,-0.31,-0.04,-0.178,-11.58,0.92,A_Original,1h
B_Ornstein-Uhlenbeck Filter,ADA_USDT,3793,-1738.25,924.25,2662.5,52.3,-0.314,-0.095,-0.097,-24.2,0.95,B_New,1h
A_RSI Mean Reversion,ETH_USDT,183,-552.68,-394.59,158.09,49.7,-0.319,-0.021,-0.074,-9.35,0.83,A_Original,1h
A_Ensemble A (RSI+MACD+BB),SHIB_USDT,1184,-473.32,198.04,671.35,38.8,-0.323,-0.144,-0.157,-14.21,0.95,A_Original,1h
A_Ensemble A (RSI+MACD+BB),APT_USDT,1084,-477.12,526.65,1003.78,41.8,-0.325,-0.134,-0.167,-13.54,0.95,A_Original,1h
B_Volatility Breakout (TTM Squeeze),LINK_USDT,414,-1151.43,-702.43,449.0,43.0,-0.337,-0.044,-0.105,-17.32,0.88,B_New,1h
B_Scalping RF Model (1m),ATOM_USDT,1768,-466.27,850.7,1316.97,45.9,-0.343,-0.179,-0.211,-10.42,0.96,B_New,1h
B_OU Mean-Reversion Entry,ADA_USDT,1,-48.08,-46.02,2.05,0.0,-0.352,0.0,-0.124,-0.48,0.0,B_New,1h
B_OU Mean-Reversion Entry,XRP_USDT,1,-4.65,-4.35,0.3,0.0,-0.353,0.0,-0.125,-0.05,0.0,B_New,1h
B_Ornstein-Uhlenbeck Filter,BNB_USDT,3565,-1787.34,381.69,2169.03,51.6,-0.358,-0.107,-0.097,-25.3,0.94,B_New,1h
B_VWAP Reversion,LINK_USDT,2849,-1747.48,249.68,1997.16,60.7,-0.361,-0.084,-0.114,-25.09,0.94,B_New,1h
B_Volatility Breakout (TTM Squeeze),HBAR_USDT,111,-303.82,-111.83,191.99,50.5,-0.372,-0.04,-0.213,-6.7,0.84,B_New,1h
A_MACD Momentum,DOT_USDT,882,-552.75,307.19,859.95,38.8,-0.382,-0.184,-0.232,-11.24,0.93,A_Original,1h
"B_SuperTrend (ATR×3, 10)",HBAR_USDT,233,-527.76,-147.64,380.11,35.6,-0.408,-0.11,-0.22,-11.38,0.88,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOT_USDT,1185,-548.59,399.28,947.87,48.9,-0.408,-0.144,-0.174,-14.91,0.94,B_New,1h
B_Volatility Breakout (TTM Squeeze),DOGE_USDT,392,-1203.81,-815.37,388.45,40.6,-0.419,-0.058,-0.135,-14.97,0.84,B_New,1h
B_Futures Short RF Model,TRX_USDT,1147,-1643.34,-457.65,1185.7,49.6,-0.42,-0.07,-0.127,-19.32,0.89,B_New,1h
B_Futures Short RF Model,XRP_USDT,1500,-1799.64,-472.8,1326.84,55.5,-0.426,-0.062,-0.086,-28.57,0.9,B_New,1h
A_Bollinger Band Reversion,ATOM_USDT,330,-412.57,62.74,475.31,62.1,-0.427,-0.06,-0.204,-9.53,0.91,A_Original,1h
A_Bollinger Band Reversion,AVAX_USDT,303,-693.7,-239.38,454.32,61.7,-0.428,-0.043,-0.239,-14.03,0.87,A_Original,1h
B_MTF SMA-200 Filter,TRX_USDT,3076,-2456.11,375.15,2831.26,32.4,-0.439,-0.174,-0.132,-28.93,0.92,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BNB_USDT,4325,-2101.78,379.43,2481.21,52.7,-0.444,-0.127,-0.101,-28.92,0.94,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),DOGE_USDT,3491,-2315.47,-210.31,2105.17,52.3,-0.456,-0.121,-0.146,-28.16,0.92,B_New,1h
A_RSI Mean Reversion,SUI_USDT,37,-317.48,-226.33,91.16,51.4,-0.457,-0.023,-0.282,-6.29,0.74,A_Original,1h
A_RSI Mean Reversion,TRX_USDT,177,-766.82,-485.15,281.67,45.8,-0.471,-0.032,-0.143,-7.67,0.74,A_Original,1h
B_OFI Momentum,NEAR_USDT,665,-948.99,-259.09,689.9,42.9,-0.483,-0.172,-0.239,-18.96,0.9,B_New,1h
A_RSI Mean Reversion,BTC_USDT,190,-873.27,-687.82,185.45,49.5,-0.494,-0.028,-0.092,-11.34,0.73,A_Original,1h
A_Ensemble A (RSI+MACD+BB),ADA_USDT,4163,-2247.89,593.91,2841.8,40.8,-0.496,-0.195,-0.106,-29.24,0.94,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LINK_USDT,4103,-2245.94,212.96,2458.9,53.3,-0.502,-0.159,-0.148,-25.34,0.94,B_New,1h
B_GARCH Volatility Position Sizing,LTC_USDT,262,-803.31,-189.99,613.32,46.9,-0.51,-0.066,-0.308,-12.44,0.85,B_New,1h
A_Bollinger Band Reversion,UNI_USDT,305,-563.0,-146.54,416.46,62.0,-0.513,-0.065,-0.35,-7.62,0.88,A_Original,1h
B_Volatility Breakout (TTM Squeeze),ATOM_USDT,122,-416.11,-217.02,199.09,36.9,-0.515,-0.068,-0.307,-6.4,0.8,B_New,1h
"B_SuperTrend (ATR×3, 10)",UNI_USDT,259,-734.33,-371.24,363.09,37.1,-0.52,-0.076,-0.299,-11.67,0.85,B_New,1h
B_OFI Momentum,SUI_USDT,559,-829.64,-162.36,667.28,41.7,-0.521,-0.164,-0.324,-14.47,0.91,B_New,1h
A_Bollinger Band Reversion,HBAR_USDT,293,-629.22,-166.72,462.5,61.4,-0.524,-0.07,-0.276,-10.83,0.87,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),SHIB_USDT,1114,-679.32,-93.04,586.28,50.4,-0.527,-0.177,-0.261,-12.32,0.92,B_New,1h
B_Ichimoku Cloud,LTC_USDT,428,-718.53,-62.91,655.62,37.4,-0.527,-0.183,-0.267,-12.79,0.89,B_New,1h
B_OFI Momentum,ATOM_USDT,648,-829.94,-183.08,646.86,41.7,-0.533,-0.219,-0.263,-15.05,0.87,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ADA_USDT,4606,-2642.02,223.5,2865.51,52.3,-0.534,-0.161,-0.118,-31.55,0.93,B_New,1h
B_Funding Rate Arb,BNB_USDT,3,-83.88,-53.45,30.43,0.0,-0.545,-0.006,-0.126,-0.84,0.0,B_New,1h
B_Donchian Breakout,UNI_USDT,191,-939.87,-583.63,356.24,40.3,-0.546,-0.083,-0.253,-17.8,0.8,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ICP_USDT,1304,-783.61,268.67,1052.28,52.1,-0.557,-0.182,-0.31,-12.05,0.93,B_New,1h
B_VWAP Reversion,ADA_USDT,3150,-2541.59,-397.62,2143.97,60.4,-0.56,-0.113,-0.12,-29.91,0.91,B_New,1h
B_VWAP Reversion,BNB_USDT,2538,-2315.42,-799.76,1515.66,60.0,-0.562,-0.105,-0.118,-27.62,0.9,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),NEAR_USDT,1312,-938.37,117.81,1056.17,52.7,-0.59,-0.206,-0.285,-15.73,0.93,B_New,1h
"B_SuperTrend (ATR×3, 10)",LTC_USDT,230,-532.52,-212.66,319.86,32.2,-0.599,-0.169,-0.354,-7.12,0.84,B_New,1h
B_VWAP Reversion,APT_USDT,911,-910.37,-31.37,878.99,58.9,-0.608,-0.14,-0.218,-19.97,0.91,B_New,1h
B_OFI Momentum,TRX_USDT,2249,-2257.93,-513.09,1744.84,39.4,-0.608,-0.19,-0.124,-28.09,0.89,B_New,1h
B_VWAP Reversion,SUI_USDT,805,-874.75,-80.5,794.25,59.3,-0.625,-0.13,-0.39,-12.7,0.91,B_New,1h
A_Bollinger Band Reversion,TRX_USDT,992,-1895.63,-891.75,1003.89,58.4,-0.629,-0.082,-0.144,-19.92,0.84,A_Original,1h
A_Ensemble A (RSI+MACD+BB),DOT_USDT,1093,-695.59,241.55,937.14,40.9,-0.634,-0.24,-0.34,-9.69,0.91,A_Original,1h
B_Futures Short RF Model,APT_USDT,422,-882.58,-310.1,572.48,56.6,-0.637,-0.098,-0.271,-15.59,0.86,B_New,1h
B_Futures Short RF Model,NEAR_USDT,397,-1173.98,-692.21,481.77,52.9,-0.667,-0.127,-0.305,-18.53,0.82,B_New,1h
B_Donchian Breakout,SUI_USDT,125,-1119.85,-775.06,344.79,40.8,-0.669,-0.065,-0.359,-17.74,0.76,B_New,1h
A_Ensemble A (RSI+MACD+BB),TRX_USDT,3825,-2433.93,27.04,2460.97,39.1,-0.673,-0.247,-0.138,-27.37,0.91,A_Original,1h
A_Ensemble A (RSI+MACD+BB),BTC_USDT,4333,-2306.87,383.74,2690.61,40.1,-0.681,-0.232,-0.106,-27.91,0.91,A_Original,1h
B_Ichimoku Cloud,UNI_USDT,437,-1390.71,-760.9,629.81,37.1,-0.708,-0.173,-0.32,-21.1,0.83,B_New,1h
B_Ichimoku Cloud,SUI_USDT,375,-1400.78,-705.87,694.91,35.2,-0.72,-0.198,-0.401,-20.03,0.86,B_New,1h
B_Scalping RF Model (1m),AVAX_USDT,1741,-1038.19,235.69,1273.87,47.2,-0.726,-0.343,-0.311,-16.29,0.91,B_New,1h
A_Ensemble A (RSI+MACD+BB),AVAX_USDT,1073,-886.1,-20.17,865.93,41.0,-0.726,-0.284,-0.308,-13.96,0.9,A_Original,1h
B_Scalping RF Model (1m),SHIB_USDT,1828,-1116.59,-138.51,978.08,45.5,-0.739,-0.427,-0.285,-18.77,0.9,B_New,1h
B_Ornstein-Uhlenbeck Filter,LINK_USDT,3399,-2942.24,-927.71,2014.53,52.4,-0.741,-0.218,-0.16,-32.03,0.9,B_New,1h
B_VWAP Reversion,BTC_USDT,2230,-2467.19,-972.79,1494.4,59.1,-0.753,-0.13,-0.116,-27.47,0.87,B_New,1h
B_Trend RF Model,LTC_USDT,460,-782.07,-162.85,619.22,38.5,-0.753,-0.216,-0.431,-8.66,0.85,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),AVAX_USDT,1217,-1071.3,-39.72,1031.58,51.5,-0.756,-0.23,-0.334,-15.66,0.91,B_New,1h
B_Ornstein-Uhlenbeck Filter,BTC_USDT,3460,-2670.38,-463.74,2206.63,47.4,-0.757,-0.206,-0.119,-29.45,0.89,B_New,1h
B_OFI Momentum,UNI_USDT,664,-1187.39,-538.14,649.25,41.6,-0.774,-0.171,-0.428,-13.37,0.85,B_New,1h
A_MACD Momentum,ATOM_USDT,872,-949.76,-176.84,772.92,36.7,-0.784,-0.356,-0.37,-12.3,0.87,A_Original,1h
B_Futures Short RF Model,SUI_USDT,361,-1093.74,-624.78,468.97,54.6,-0.787,-0.127,-0.446,-13.95,0.83,B_New,1h
B_Scalping RF Model (1m),DOT_USDT,1719,-1074.91,269.78,1344.69,45.4,-0.792,-0.387,-0.355,-14.49,0.9,B_New,1h
B_MTF SMA-200 Filter,UNI_USDT,934,-1660.15,-646.08,1014.07,33.6,-0.798,-0.291,-0.36,-22.53,0.85,B_New,1h
B_Futures Short RF Model,ETH_USDT,1617,-3202.76,-2150.75,1052.0,56.3,-0.813,-0.127,-0.136,-34.02,0.83,B_New,1h
A_Bollinger Band Reversion,LTC_USDT,306,-834.91,-400.48,434.43,59.5,-0.846,-0.101,-0.382,-10.43,0.8,A_Original,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),BTC_USDT,4167,-2960.24,-493.87,2466.38,48.6,-0.855,-0.24,-0.126,-31.44,0.89,B_New,1h
B_OFI Momentum,ICP_USDT,680,-1287.63,-615.65,671.98,43.4,-0.86,-0.254,-0.346,-18.01,0.86,B_New,1h
B_Futures Short RF Model,BTC_USDT,1679,-2907.24,-1644.52,1262.71,52.7,-0.865,-0.136,-0.121,-31.83,0.82,B_New,1h
B_Ornstein-Uhlenbeck Filter,ETH_USDT,3520,-3514.48,-1529.18,1985.31,50.4,-0.886,-0.253,-0.146,-35.36,0.87,B_New,1h
B_Scalping RF Model (1m),ICP_USDT,1800,-1361.26,-92.93,1268.33,46.9,-0.895,-0.441,-0.349,-18.93,0.9,B_New,1h
B_Ornstein-Uhlenbeck Filter,SHIB_USDT,903,-973.56,-477.55,496.01,48.7,-0.9,-0.261,-0.381,-12.19,0.87,B_New,1h
B_Scalping RF Model (1m),APT_USDT,1707,-1502.18,-234.73,1267.45,47.0,-0.919,-0.416,-0.314,-23.28,0.89,B_New,1h
B_Volatility Breakout (TTM Squeeze),SUI_USDT,101,-1003.62,-776.72,226.9,37.6,-0.946,-0.116,-0.383,-14.87,0.66,B_New,1h
A_RSI Mean Reversion,ICP_USDT,42,-555.7,-468.96,86.74,38.1,-0.951,-0.066,-0.474,-5.56,0.55,A_Original,1h
B_VWAP Reversion,XRP_USDT,2707,-3658.03,-1989.05,1668.98,59.0,-0.955,-0.178,-0.143,-38.58,0.84,B_New,1h
B_VWAP Reversion,AVAX_USDT,809,-1369.7,-582.22,787.49,60.2,-0.957,-0.18,-0.386,-17.45,0.85,B_New,1h
B_Futures Short RF Model,AVAX_USDT,405,-1248.21,-753.38,494.84,53.8,-0.963,-0.152,-0.381,-16.05,0.79,B_New,1h
B_MTF SMA-200 Filter,LTC_USDT,999,-1409.33,-377.27,1032.07,32.4,-0.973,-0.425,-0.406,-16.86,0.84,B_New,1h
B_Ornstein-Uhlenbeck Filter,UNI_USDT,1063,-1153.02,-272.26,880.77,48.9,-0.974,-0.274,-0.364,-15.25,0.87,B_New,1h
B_Ornstein-Uhlenbeck Filter,ICP_USDT,1057,-1331.78,-410.6,921.18,50.8,-0.984,-0.298,-0.38,-16.98,0.87,B_New,1h
A_RSI Mean Reversion,LTC_USDT,35,-405.04,-349.26,55.77,37.1,-1.021,-0.056,-0.443,-4.31,0.48,A_Original,1h
B_Futures Short RF Model,LINK_USDT,1213,-4100.81,-3274.37,826.44,55.5,-1.021,-0.148,-0.171,-44.61,0.79,B_New,1h
B_Scalping RF Model (1m),ETH_USDT,6267,-4280.33,-1055.56,3224.77,45.5,-1.056,-0.436,-0.148,-44.57,0.89,B_New,1h
B_Scalping RF Model (1m),XRP_USDT,6769,-4258.93,-498.03,3760.91,46.3,-1.065,-0.428,-0.144,-46.35,0.9,B_New,1h
B_Futures Short RF Model,ICP_USDT,417,-1364.79,-858.82,505.97,56.1,-1.066,-0.177,-0.433,-15.3,0.79,B_New,1h
B_VWAP Reversion,ETH_USDT,2617,-3831.37,-2322.21,1509.16,58.1,-1.093,-0.207,-0.142,-40.49,0.83,B_New,1h
B_Futures Short RF Model,LTC_USDT,404,-1382.28,-945.09,437.19,51.7,-1.114,-0.213,-0.39,-17.18,0.72,B_New,1h
B_Scalping RF Model (1m),DOGE_USDT,5336,-4164.69,-1467.75,2696.94,45.5,-1.13,-0.408,-0.186,-44.15,0.87,B_New,1h
B_Scalping RF Model (1m),ADA_USDT,6753,-5047.25,-1628.3,3418.95,46.9,-1.153,-0.447,-0.153,-54.72,0.89,B_New,1h
B_Scalping RF Model (1m),LINK_USDT,5123,-4633.49,-2216.14,2417.34,47.6,-1.161,-0.476,-0.191,-46.86,0.88,B_New,1h
B_MACD Centerline Cross + Divergence,UNI_USDT,891,-1653.41,-921.01,732.41,43.8,-1.174,-0.271,-0.455,-17.78,0.8,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),UNI_USDT,1260,-1507.86,-511.26,996.6,48.7,-1.177,-0.348,-0.377,-19.46,0.85,B_New,1h
B_Scalping RF Model (1m),UNI_USDT,1668,-1950.78,-846.71,1104.07,46.7,-1.192,-0.432,-0.402,-23.95,0.84,B_New,1h
B_Ornstein-Uhlenbeck Filter,XRP_USDT,3479,-4722.63,-2837.85,1884.78,50.7,-1.2,-0.301,-0.16,-48.05,0.81,B_New,1h
B_Scalping RF Model (1m),SOL_USDT,4599,-4366.97,-1879.26,2487.71,47.4,-1.203,-0.473,-0.218,-43.67,0.88,B_New,1h
B_Ornstein-Uhlenbeck Filter,TRX_USDT,3211,-3995.07,-2045.46,1949.61,47.7,-1.21,-0.34,-0.162,-42.05,0.83,B_New,1h
B_Futures Short RF Model,BNB_USDT,1423,-4769.25,-4085.79,683.46,53.0,-1.21,-0.165,-0.163,-47.97,0.71,B_New,1h
B_Scalping RF Model (1m),SUI_USDT,1510,-1829.83,-733.42,1096.41,46.8,-1.23,-0.547,-0.379,-27.96,0.87,B_New,1h
B_VWAP Reversion,TRX_USDT,2095,-3963.64,-2602.12,1361.52,59.5,-1.258,-0.219,-0.161,-41.95,0.81,B_New,1h
A_Ensemble A (RSI+MACD+BB),ATOM_USDT,1087,-1243.05,-411.52,831.52,40.4,-1.279,-0.497,-0.434,-13.83,0.84,A_Original,1h
B_Volatility Breakout (TTM Squeeze),ICP_USDT,146,-1124.33,-881.85,242.48,41.1,-1.297,-0.168,-0.477,-11.35,0.61,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),ETH_USDT,4276,-4711.78,-2683.22,2028.57,51.1,-1.299,-0.363,-0.158,-47.54,0.83,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),XRP_USDT,4247,-5026.37,-2948.43,2077.94,51.0,-1.355,-0.359,-0.159,-52.71,0.82,B_New,1h
B_Scalping RF Model (1m),NEAR_USDT,1729,-2105.69,-973.01,1132.69,47.3,-1.368,-0.633,-0.414,-25.15,0.84,B_New,1h
B_Volatility Breakout (TTM Squeeze),LTC_USDT,135,-946.15,-743.27,202.88,34.8,-1.389,-0.179,-0.445,-10.17,0.6,B_New,1h
B_Scalping RF Model (1m),BNB_USDT,5841,-5365.8,-2991.88,2373.93,44.5,-1.403,-0.496,-0.17,-54.22,0.84,B_New,1h
B_Scalping RF Model (1m),HBAR_USDT,1744,-2106.49,-917.55,1188.94,45.5,-1.492,-0.695,-0.431,-24.25,0.82,B_New,1h
A_Ensemble A (RSI+MACD+BB),LTC_USDT,1130,-1707.02,-875.79,831.23,36.1,-1.498,-0.713,-0.414,-20.19,0.77,A_Original,1h
B_Scalping RF Model (1m),BTC_USDT,6747,-4960.55,-1801.17,3159.38,43.3,-1.508,-0.573,-0.15,-50.57,0.84,B_New,1h
B_OFI Momentum,LTC_USDT,664,-1390.95,-761.91,629.05,43.1,-1.546,-0.412,-0.416,-16.21,0.76,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),TRX_USDT,3820,-4837.71,-2821.57,2016.14,48.3,-1.574,-0.427,-0.173,-50.46,0.81,B_New,1h
B_Scalping RF Model (1m),TRX_USDT,5243,-4989.58,-2219.08,2770.49,41.8,-1.622,-0.664,-0.173,-52.49,0.84,B_New,1h
A_Ensemble A (RSI+MACD+BB),UNI_USDT,1065,-2266.7,-1512.48,754.22,38.3,-1.668,-0.481,-0.463,-24.4,0.75,A_Original,1h
B_MACD Centerline Cross + Divergence,LTC_USDT,897,-1498.69,-748.85,749.84,43.3,-1.709,-0.49,-0.43,-16.97,0.76,B_New,1h
B_Ornstein-Uhlenbeck Filter,LTC_USDT,928,-1709.11,-948.21,760.9,51.5,-1.76,-0.422,-0.473,-17.69,0.75,B_New,1h
A_MACD Momentum,UNI_USDT,902,-2445.3,-1725.85,719.45,35.6,-1.812,-0.525,-0.478,-25.65,0.73,A_Original,1h
B_VWAP Reversion,LTC_USDT,658,-1796.81,-1172.82,624.0,55.2,-1.856,-0.335,-0.479,-18.42,0.71,B_New,1h
B_Scalping RF Model (1m),LTC_USDT,1718,-2014.16,-914.87,1099.29,42.8,-1.86,-0.893,-0.448,-22.23,0.79,B_New,1h
B_Ensemble B (VWAP+Don+Kelt+Fund+OFI),LTC_USDT,1113,-1932.76,-1083.85,848.92,51.7,-1.989,-0.524,-0.49,-19.45,0.75,B_New,1h
A_MACD Momentum,LTC_USDT,929,-2127.61,-1355.56,772.05,33.6,-2.179,-0.829,-0.471,-22.43,0.71,A_Original,1h
